85252,1:2,2:1,3:6,4:5,5:9,6:4,7:3,8:8,9:7,10:10
95516,1:7,2:10,3:3,4:8,5:6,6:2,7:4,8:5,9:9,10:1
77006,1:7,2:10,3:4,4:3,5:1,6:9,7:8,8:6,9:5,10:2
24760,1:6,2:2,3:10,4:9,5:1,6:7,7:5,8:3,9:8,10:4
26047,1:8,2:3,3:7,4:1,5:2,6:9,7:4,8:10,9:5,10:6
40124,1:2,2:8,3:9,4:7,5:5,6:4,7:6,8:3,9:10,10:1
47067,1:6,2:1,3:2,4:8,5:5,6:10,7:7,8:9,9:3,10:4
59027,1:3,2:7,3:9,4:4,5:6,6:1,7:10,8:5,9:2,10:8
19921,1:6,2:10,3:8,4:5,5:4,6:7,7:2,8:9,9:1,10:3
91051,1:6,2:5,3:3,4:8,5:1,6:2,7:10,8:7,9:4,10:9
30063,1:3,2:1,3:10,4:5,5:4,6:7,7:2,8:6,9:9,10:8
21701,1:10,2:5,3:9,4:1,5:6,6:4,7:3,8:2,9:7,10:8
89650,1:8,2:10,3:1,4:9,5:5,6:7,7:3,8:2,9:6,10:4
68282,1:1,2:5,3:9,4:7,5:6,6:8,7:2,8:10,9:4,10:3
10398,1:8,2:6,3:1,4:10,5:5,6:3,7:9,8:4,9:7,10:2
1946,1:2,2:1,3:6,4:5,5:7,6:10,7:9,8:4,9:8,10:3
33337,1:7,2:2,3:6,4:8,5:9,6:1,7:10,8:3,9:4,10:5
18023,1:10,2:7,3:2,4:8,5:3,6:9,7:5,8:1,9:4,10:6
70713,1:3,2:2,3:10,4:9,5:1,6:5,7:8,8:7,9:6,10:4
47223,1:4,2:3,3:9,4:10,5:2,6:8,7:6,8:5,9:1,10:7
41865,1:5,2:4,3:10,4:8,5:9,6:3,7:7,8:1,9:2,10:6
96175,1:7,2:9,3:3,4:10,5:4,6:1,7:8,8:6,9:5,10:2
11152,1:7,2:10,3:3,4:4,5:9,6:1,7:5,8:2,9:6,10:8
24805,1:9,2:4,3:2,4:5,5:7,6:3,7:6,8:1,9:8,10:10
19328,1:3,2:7,3:9,4:4,5:2,6:8,7:5,8:6,9:10,10:1
65384,1:2,2:8,3:3,4:6,5:10,6:5,7:7,8:1,9:4,10:9
84140,1:7,2:9,3:5,4:8,5:10,6:1,7:6,8:2,9:3,10:4
97920,1:6,2:7,3:2,4:8,5:9,6:3,7:5,8:10,9:1,10:4
2782,1:8,2:6,3:1,4:9,5:3,6:7,7:5,8:2,9:10,10:4
73169,1:3,2:10,3:4,4:8,5:1,6:7,7:6,8:9,9:5,10:2
80240,1:2,2:4,3:3,4:8,5:10,6:6,7:9,8:1,9:5,10:7
24162,1:10,2:9,3:5,4:2,5:1,6:8,7:4,8:6,9:7,10:3
36049,1:3,2:6,3:2,4:8,5:7,6:1,7:5,8:4,9:10,10:9
27813,1:7,2:9,3:3,4:2,5:4,6:6,7:8,8:1,9:10,10:5
51471,1:5,2:7,3:9,4:3,5:6,6:4,7:2,8:10,9:1,10:8
2735,1:6,2:4,3:8,4:1,5:3,6:10,7:7,8:9,9:2,10:5
73052,1:3,2:5,3:7,4:10,5:4,6:8,7:1,8:6,9:2,10:9
10920,1:3,2:4,3:9,4:6,5:7,6:5,7:10,8:1,9:8,10:2
13012,1:10,2:4,3:7,4:1,5:8,6:2,7:5,8:6,9:3,10:9
87021,1:6,2:4,3:1,4:10,5:5,6:9,7:2,8:8,9:3,10:7
47679,1:3,2:4,3:5,4:8,5:2,6:10,7:7,8:1,9:9,10:6
51024,1:5,2:6,3:4,4:1,5:8,6:2,7:10,8:3,9:7,10:9
22159,1:3,2:6,3:8,4:9,5:5,6:2,7:1,8:10,9:7,10:4
2830,1:4,2:6,3:8,4:9,5:7,6:3,7:2,8:1,9:5,10:10
66547,1:6,2:8,3:7,4:5,5:3,6:10,7:2,8:1,9:9,10:4
12436,1:1,2:7,3:6,4:10,5:4,6:8,7:5,8:3,9:2,10:9
35783,1:9,2:8,3:1,4:3,5:6,6:5,7:2,8:10,9:7,10:4
89369,1:5,2:4,3:9,4:1,5:2,6:6,7:7,8:3,9:10,10:8
18314,1:8,2:9,3:10,4:7,5:4,6:1,7:3,8:2,9:6,10:5
28286,1:6,2:8,3:5,4:4,5:10,6:1,7:7,8:9,9:3,10:2
35686,1:4,2:10,3:3,4:2,5:9,6:7,7:5,8:8,9:6,10:1
14972,1:4,2:9,3:10,4:5,5:1,6:2,7:3,8:7,9:6,10:8
17132,1:8,2:6,3:5,4:9,5:7,6:1,7:10,8:3,9:4,10:2
69386,1:4,2:5,3:1,4:7,5:8,6:6,7:10,8:2,9:9,10:3
19216,1:3,2:7,3:2,4:1,5:6,6:8,7:9,8:5,9:4,10:10
35678,1:5,2:6,3:9,4:1,5:4,6:8,7:3,8:7,9:2,10:10
79809,1:8,2:5,3:4,4:7,5:10,6:9,7:6,8:2,9:1,10:3
48531,1:7,2:4,3:6,4:9,5:3,6:1,7:10,8:8,9:5,10:2
60388,1:8,2:2,3:1,4:6,5:9,6:5,7:10,8:7,9:3,10:4
3299,1:6,2:7,3:9,4:8,5:4,6:1,7:5,8:10,9:2,10:3
21852,1:9,2:7,3:1,4:2,5:4,6:6,7:8,8:5,9:10,10:3
30087,1:2,2:6,3:5,4:1,5:9,6:4,7:8,8:7,9:10,10:3
2452,1:9,2:2,3:6,4:8,5:1,6:7,7:3,8:4,9:5,10:10
8153,1:2,2:10,3:1,4:6,5:7,6:4,7:5,8:8,9:9,10:3
81362,1:10,2:4,3:3,4:2,5:8,6:9,7:1,8:6,9:7,10:5
12870,1:7,2:3,3:8,4:4,5:6,6:2,7:1,8:10,9:9,10:5
77741,1:2,2:5,3:8,4:3,5:1,6:9,7:6,8:10,9:4,10:7
22471,1:2,2:9,3:7,4:1,5:8,6:5,7:6,8:4,9:10,10:3
92388,1:4,2:10,3:2,4:3,5:9,6:1,7:5,8:8,9:6,10:7
79739,1:6,2:10,3:3,4:9,5:1,6:8,7:4,8:2,9:5,10:7
61967,1:10,2:3,3:8,4:6,5:4,6:2,7:7,8:5,9:1,10:9
37814,1:2,2:4,3:5,4:1,5:3,6:9,7:7,8:6,9:10,10:8
90592,1:10,2:6,3:7,4:4,5:1,6:9,7:3,8:5,9:8,10:2
67427,1:6,2:10,3:2,4:3,5:8,6:4,7:7,8:1,9:5,10:9
71604,1:4,2:6,3:2,4:1,5:9,6:8,7:10,8:7,9:5,10:3
21634,1:3,2:9,3:7,4:10,5:6,6:4,7:8,8:5,9:1,10:2
9102,1:5,2:9,3:4,4:10,5:6,6:2,7:1,8:8,9:3,10:7
89330,1:10,2:9,3:6,4:8,5:2,6:1,7:3,8:5,9:7,10:4
44107,1:7,2:2,3:5,4:4,5:10,6:3,7:6,8:8,9:9,10:1
70580,1:3,2:8,3:2,4:5,5:1,6:6,7:9,8:4,9:10,10:7
39227,1:8,2:7,3:1,4:9,5:3,6:6,7:5,8:4,9:2,10:10
71578,1:4,2:8,3:3,4:6,5:2,6:7,7:9,8:1,9:10,10:5
5940,1:8,2:2,3:4,4:5,5:3,6:7,7:6,8:10,9:9,10:1
87327,1:3,2:4,3:2,4:9,5:10,6:6,7:5,8:8,9:7,10:1
38014,1:6,2:4,3:7,4:3,5:9,6:10,7:5,8:8,9:2,10:1
15420,1:2,2:5,3:4,4:6,5:8,6:1,7:7,8:9,9:10,10:3
21210,1:8,2:5,3:10,4:2,5:9,6:7,7:3,8:4,9:1,10:6
61508,1:2,2:3,3:4,4:6,5:9,6:1,7:7,8:10,9:8,10:5
68986,1:7,2:3,3:5,4:6,5:9,6:2,7:8,8:4,9:10,10:1
90797,1:4,2:7,3:3,4:6,5:2,6:8,7:1,8:10,9:5,10:9
50062,1:7,2:1,3:9,4:8,5:3,6:5,7:2,8:4,9:10,10:6
58063,1:10,2:5,3:9,4:4,5:6,6:7,7:8,8:3,9:1,10:2
9465,1:7,2:8,3:1,4:10,5:6,6:2,7:9,8:3,9:4,10:5
70697,1:3,2:4,3:8,4:10,5:6,6:2,7:9,8:5,9:1,10:7
33639,1:1,2:8,3:2,4:5,5:7,6:3,7:6,8:4,9:9,10:10
56188,1:7,2:6,3:2,4:9,5:8,6:5,7:4,8:3,9:1,10:10
43939,1:4,2:9,3:7,4:6,5:1,6:8,7:2,8:5,9:10,10:3
24738,1:1,2:5,3:6,4:4,5:10,6:2,7:3,8:7,9:8,10:9
36560,1:3,2:2,3:6,4:4,5:5,6:10,7:1,8:7,9:9,10:8
93869,1:6,2:7,3:1,4:2,5:10,6:4,7:3,8:5,9:9,10:8
83488,1:10,2:2,3:7,4:4,5:8,6:9,7:1,8:6,9:3,10:5
98515,1:7,2:1,3:8,4:3,5:9,6:2,7:4,8:10,9:6,10:5
21976,1:3,2:10,3:5,4:1,5:8,6:2,7:6,8:7,9:9,10:4
71285,1:4,2:1,3:2,4:5,5:7,6:8,7:10,8:6,9:9,10:3
32791,1:5,2:4,3:1,4:7,5:3,6:8,7:6,8:2,9:9,10:10
28778,1:7,2:8,3:9,4:3,5:2,6:5,7:4,8:6,9:1,10:10
89401,1:5,2:7,3:2,4:6,5:10,6:3,7:1,8:4,9:9,10:8
2724,1:7,2:4,3:6,4:5,5:10,6:1,7:9,8:8,9:2,10:3
57580,1:8,2:5,3:2,4:4,5:10,6:7,7:3,8:1,9:9,10:6
2973,1:4,2:9,3:5,4:1,5:6,6:10,7:8,8:2,9:3,10:7
26799,1:2,2:9,3:6,4:7,5:5,6:10,7:1,8:8,9:4,10:3
73578,1:7,2:1,3:2,4:6,5:4,6:10,7:3,8:9,9:8,10:5
43436,1:8,2:2,3:10,4:6,5:4,6:1,7:3,8:5,9:9,10:7
98809,1:10,2:6,3:1,4:4,5:8,6:2,7:5,8:3,9:9,10:7
91467,1:5,2:8,3:7,4:3,5:2,6:9,7:1,8:4,9:6,10:10
90461,1:4,2:9,3:1,4:6,5:8,6:7,7:10,8:3,9:2,10:5
48639,1:5,2:7,3:3,4:10,5:8,6:9,7:1,8:2,9:6,10:4
26066,1:9,2:1,3:5,4:6,5:8,6:10,7:3,8:7,9:4,10:2
53958,1:4,2:10,3:2,4:7,5:9,6:3,7:6,8:5,9:1,10:8
40396,1:7,2:4,3:1,4:6,5:3,6:9,7:2,8:5,9:8,10:10
48473,1:10,2:8,3:6,4:7,5:5,6:4,7:9,8:2,9:3,10:1
77630,1:4,2:7,3:9,4:3,5:1,6:10,7:2,8:6,9:8,10:5
68421,1:10,2:4,3:2,4:5,5:7,6:9,7:8,8:6,9:1,10:3
48770,1:5,2:7,3:1,4:2,5:9,6:3,7:8,8:10,9:6,10:4
17184,1:3,2:9,3:1,4:4,5:7,6:5,7:8,8:6,9:2,10:10
26305,1:1,2:5,3:2,4:4,5:6,6:3,7:10,8:8,9:7,10:9
42153,1:6,2:3,3:8,4:10,5:7,6:4,7:2,8:5,9:1,10:9
20515,1:1,2:6,3:8,4:4,5:5,6:7,7:9,8:2,9:10,10:3
62120,1:10,2:7,3:4,4:6,5:1,6:3,7:8,8:2,9:5,10:9
24250,1:3,2:10,3:2,4:4,5:8,6:1,7:9,8:5,9:6,10:7
3984,1:4,2:5,3:6,4:8,5:2,6:3,7:10,8:1,9:9,10:7
1013,1:8,2:3,3:5,4:2,5:1,6:7,7:4,8:6,9:10,10:9
27412,1:9,2:4,3:6,4:2,5:8,6:5,7:1,8:7,9:3,10:10
1725,1:7,2:9,3:3,4:4,5:10,6:8,7:5,8:2,9:1,10:6
99625,1:7,2:5,3:3,4:1,5:2,6:6,7:8,8:9,9:10,10:4
99036,1:2,2:7,3:8,4:4,5:6,6:1,7:10,8:9,9:3,10:5
44173,1:6,2:4,3:2,4:9,5:7,6:3,7:10,8:8,9:5,10:1
61648,1:2,2:1,3:9,4:7,5:8,6:3,7:10,8:4,9:6,10:5
4656,1:1,2:6,3:5,4:7,5:8,6:4,7:10,8:2,9:9,10:3
56307,1:7,2:3,3:6,4:9,5:8,6:4,7:2,8:10,9:1,10:5
83828,1:8,2:10,3:4,4:7,5:3,6:6,7:1,8:2,9:9,10:5
18333,1:4,2:1,3:6,4:5,5:7,6:2,7:8,8:9,9:10,10:3
66865,1:10,2:5,3:4,4:7,5:8,6:9,7:1,8:2,9:6,10:3
87886,1:4,2:3,3:9,4:8,5:6,6:5,7:10,8:2,9:1,10:7
22047,1:2,2:9,3:3,4:1,5:8,6:4,7:10,8:6,9:7,10:5
35051,1:7,2:6,3:2,4:1,5:10,6:4,7:5,8:8,9:3,10:9
14277,1:7,2:8,3:5,4:3,5:6,6:1,7:9,8:10,9:2,10:4
5796,1:3,2:4,3:2,4:6,5:8,6:9,7:7,8:10,9:1,10:5
16529,1:10,2:9,3:1,4:6,5:4,6:8,7:5,8:2,9:7,10:3
75644,1:5,2:6,3:7,4:2,5:8,6:9,7:1,8:3,9:4,10:10
95877,1:7,2:1,3:3,4:6,5:9,6:8,7:5,8:2,9:4,10:10
45715,1:3,2:1,3:8,4:4,5:9,6:2,7:10,8:6,9:7,10:5
42912,1:4,2:2,3:1,4:3,5:9,6:8,7:5,8:6,9:7,10:10
34624,1:5,2:10,3:2,4:8,5:7,6:3,7:9,8:6,9:1,10:4
67837,1:9,2:2,3:7,4:5,5:8,6:1,7:4,8:10,9:3,10:6
92350,1:6,2:1,3:10,4:4,5:8,6:3,7:5,8:7,9:2,10:9
56791,1:2,2:4,3:10,4:5,5:9,6:6,7:7,8:8,9:3,10:1
8635,1:1,2:8,3:2,4:9,5:4,6:5,7:7,8:6,9:3,10:10
45325,1:6,2:3,3:1,4:10,5:9,6:2,7:7,8:5,9:4,10:8
40495,1:10,2:5,3:6,4:4,5:8,6:7,7:9,8:3,9:1,10:2
31373,1:8,2:6,3:7,4:3,5:9,6:1,7:4,8:5,9:10,10:2
22572,1:2,2:5,3:3,4:4,5:10,6:1,7:7,8:6,9:8,10:9
55494,1:7,2:4,3:5,4:6,5:10,6:1,7:3,8:2,9:8,10:9
5134,1:8,2:7,3:4,4:5,5:10,6:2,7:6,8:9,9:1,10:3
14787,1:5,2:1,3:4,4:8,5:7,6:10,7:6,8:2,9:3,10:9
79521,1:3,2:7,3:1,4:8,5:2,6:10,7:6,8:4,9:5,10:9
60802,1:5,2:4,3:3,4:8,5:10,6:9,7:7,8:1,9:6,10:2
30308,1:4,2:6,3:8,4:5,5:9,6:1,7:10,8:3,9:2,10:7
52695,1:7,2:9,3:5,4:4,5:8,6:6,7:2,8:1,9:3,10:10
11766,1:8,2:3,3:1,4:5,5:6,6:10,7:2,8:7,9:4,10:9
11800,1:7,2:4,3:6,4:9,5:1,6:5,7:10,8:2,9:3,10:8
31101,1:9,2:2,3:1,4:4,5:3,6:8,7:5,8:7,9:10,10:6
19417,1:10,2:1,3:9,4:4,5:7,6:6,7:5,8:2,9:3,10:8
294,1:1,2:9,3:7,4:10,5:4,6:8,7:6,8:2,9:3,10:5
14812,1:3,2:5,3:6,4:2,5:7,6:4,7:1,8:9,9:8,10:10
22488,1:6,2:1,3:9,4:5,5:4,6:7,7:2,8:8,9:3,10:10
90148,1:5,2:1,3:8,4:4,5:9,6:2,7:7,8:10,9:3,10:6
98593,1:3,2:7,3:1,4:10,5:8,6:9,7:2,8:6,9:4,10:5
8010,1:2,2:1,3:10,4:6,5:3,6:5,7:8,8:4,9:7,10:9
91318,1:1,2:5,3:4,4:8,5:9,6:7,7:2,8:3,9:6,10:10
48634,1:10,2:5,3:6,4:8,5:1,6:9,7:3,8:7,9:2,10:4
10979,1:10,2:4,3:2,4:1,5:5,6:6,7:3,8:8,9:7,10:9
94393,1:6,2:8,3:4,4:2,5:3,6:9,7:10,8:5,9:1,10:7
80917,1:6,2:4,3:3,4:5,5:2,6:8,7:7,8:9,9:1,10:10
50940,1:5,2:10,3:7,4:6,5:8,6:2,7:4,8:3,9:9,10:1
92370,1:5,2:7,3:10,4:2,5:6,6:9,7:4,8:1,9:8,10:3
78463,1:3,2:2,3:1,4:9,5:7,6:8,7:6,8:4,9:10,10:5
44865,1:6,2:9,3:4,4:10,5:7,6:8,7:1,8:3,9:2,10:5
72148,1:3,2:10,3:2,4:8,5:4,6:7,7:6,8:9,9:5,10:1
89020,1:7,2:6,3:9,4:2,5:1,6:4,7:3,8:10,9:5,10:8
20603,1:1,2:3,3:7,4:4,5:9,6:6,7:10,8:5,9:2,10:8
78302,1:3,2:9,3:1,4:7,5:4,6:6,7:8,8:10,9:5,10:2
77395,1:8,2:2,3:1,4:4,5:7,6:3,7:10,8:9,9:5,10:6
43084,1:8,2:3,3:7,4:1,5:9,6:10,7:2,8:4,9:5,10:6
90823,1:10,2:6,3:2,4:7,5:1,6:8,7:4,8:9,9:5,10:3
49069,1:6,2:8,3:9,4:4,5:3,6:2,7:5,8:10,9:1,10:7
36175,1:2,2:3,3:5,4:7,5:10,6:8,7:1,8:9,9:6,10:4
59978,1:1,2:4,3:10,4:6,5:5,6:2,7:8,8:3,9:7,10:9
69736,1:7,2:8,3:6,4:5,5:1,6:2,7:4,8:9,9:3,10:10
36325,1:1,2:4,3:10,4:3,5:9,6:5,7:2,8:8,9:6,10:7
23236,1:5,2:2,3:1,4:7,5:9,6:6,7:10,8:4,9:3,10:8
52644,1:2,2:9,3:7,4:5,5:8,6:3,7:1,8:6,9:10,10:4
2669,1:2,2:8,3:5,4:9,5:1,6:10,7:3,8:4,9:6,10:7
54425,1:7,2:3,3:6,4:4,5:5,6:1,7:8,8:9,9:2,10:10
74593,1:3,2:10,3:2,4:6,5:8,6:7,7:1,8:4,9:9,10:5
65093,1:7,2:2,3:1,4:5,5:4,6:6,7:9,8:8,9:10,10:3
45931,1:1,2:2,3:3,4:8,5:10,6:7,7:4,8:6,9:9,10:5
98791,1:3,2:9,3:7,4:1,5:2,6:8,7:6,8:10,9:5,10:4
14970,1:3,2:1,3:6,4:2,5:10,6:9,7:8,8:5,9:7,10:4
89448,1:6,2:7,3:1,4:10,5:9,6:4,7:2,8:8,9:3,10:5
76395,1:5,2:2,3:4,4:3,5:6,6:1,7:8,8:9,9:10,10:7
49194,1:5,2:7,3:9,4:2,5:8,6:10,7:6,8:3,9:4,10:1
54297,1:4,2:1,3:8,4:5,5:6,6:9,7:2,8:10,9:7,10:3
5207,1:1,2:10,3:9,4:4,5:2,6:3,7:7,8:6,9:5,10:8
7027,1:9,2:1,3:8,4:2,5:3,6:4,7:7,8:6,9:5,10:10
66811,1:8,2:9,3:10,4:2,5:6,6:3,7:4,8:5,9:7,10:1
43414,1:7,2:1,3:2,4:3,5:9,6:8,7:4,8:5,9:10,10:6
76017,1:2,2:5,3:4,4:8,5:9,6:7,7:6,8:1,9:10,10:3
1004,1:9,2:1,3:7,4:10,5:4,6:6,7:3,8:2,9:5,10:8
69292,1:2,2:3,3:6,4:7,5:9,6:1,7:4,8:8,9:10,10:5
13135,1:4,2:9,3:10,4:3,5:5,6:1,7:7,8:8,9:2,10:6
70004,1:10,2:2,3:5,4:3,5:7,6:4,7:1,8:8,9:6,10:9
28129,1:3,2:1,3:8,4:2,5:9,6:10,7:5,8:7,9:6,10:4
92033,1:1,2:3,3:9,4:2,5:6,6:7,7:4,8:5,9:10,10:8
41020,1:3,2:4,3:5,4:9,5:1,6:10,7:2,8:6,9:7,10:8
39781,1:10,2:5,3:6,4:4,5:7,6:9,7:3,8:1,9:2,10:8
57664,1:8,2:6,3:10,4:2,5:3,6:7,7:1,8:4,9:9,10:5
64883,1:10,2:5,3:1,4:3,5:8,6:9,7:7,8:6,9:2,10:4
62492,1:4,2:2,3:6,4:8,5:1,6:7,7:10,8:5,9:9,10:3
9240,1:3,2:6,3:1,4:4,5:5,6:8,7:7,8:9,9:10,10:2
25344,1:7,2:6,3:2,4:10,5:8,6:5,7:3,8:1,9:9,10:4
96537,1:10,2:7,3:9,4:2,5:5,6:3,7:8,8:6,9:1,10:4
70276,1:2,2:10,3:8,4:3,5:4,6:7,7:9,8:5,9:6,10:1
34899,1:6,2:10,3:8,4:2,5:3,6:4,7:7,8:9,9:1,10:5
26480,1:10,2:8,3:3,4:7,5:5,6:9,7:6,8:4,9:1,10:2
58489,1:9,2:4,3:5,4:8,5:6,6:2,7:3,8:10,9:7,10:1
6495,1:5,2:3,3:7,4:9,5:4,6:6,7:10,8:8,9:1,10:2
85743,1:8,2:9,3:6,4:2,5:7,6:1,7:4,8:10,9:3,10:5
6842,1:9,2:4,3:5,4:8,5:3,6:1,7:2,8:10,9:6,10:7
92960,1:2,2:8,3:3,4:4,5:5,6:1,7:6,8:10,9:7,10:9
60219,1:2,2:5,3:3,4:6,5:9,6:8,7:4,8:10,9:7,10:1
51648,1:7,2:5,3:1,4:9,5:10,6:4,7:3,8:8,9:2,10:6
29378,1:6,2:9,3:4,4:8,5:1,6:2,7:3,8:5,9:10,10:7
5486,1:2,2:3,3:7,4:10,5:9,6:6,7:1,8:5,9:4,10:8
80689,1:4,2:10,3:2,4:7,5:6,6:5,7:8,8:9,9:1,10:3
46123,1:10,2:4,3:2,4:8,5:3,6:5,7:9,8:6,9:7,10:1
49522,1:10,2:8,3:1,4:5,5:9,6:7,7:4,8:3,9:6,10:2
49913,1:6,2:1,3:9,4:3,5:5,6:4,7:7,8:2,9:8,10:10
87815,1:6,2:3,3:5,4:2,5:7,6:1,7:4,8:9,9:8,10:10
21811,1:2,2:6,3:3,4:1,5:5,6:10,7:9,8:4,9:8,10:7
48008,1:7,2:9,3:5,4:1,5:6,6:4,7:10,8:2,9:8,10:3
2259,1:1,2:6,3:7,4:3,5:8,6:9,7:10,8:4,9:5,10:2
80345,1:1,2:10,3:5,4:4,5:6,6:2,7:9,8:8,9:3,10:7
59017,1:3,2:2,3:9,4:4,5:7,6:8,7:6,8:10,9:1,10:5
6103,1:9,2:10,3:2,4:7,5:5,6:1,7:4,8:8,9:3,10:6
6160,1:10,2:7,3:2,4:6,5:3,6:4,7:8,8:1,9:9,10:5
10751,1:9,2:10,3:1,4:2,5:7,6:8,7:5,8:6,9:3,10:4
3242,1:10,2:5,3:2,4:9,5:7,6:1,7:3,8:4,9:6,10:8
28681,1:1,2:10,3:5,4:9,5:8,6:4,7:3,8:2,9:7,10:6
75755,1:10,2:9,3:6,4:3,5:4,6:8,7:2,8:7,9:5,10:1
198,1:1,2:9,3:8,4:4,5:2,6:6,7:3,8:5,9:7,10:10
78025,1:3,2:5,3:6,4:8,5:2,6:7,7:4,8:10,9:9,10:1
5267,1:3,2:4,3:8,4:5,5:6,6:1,7:10,8:9,9:2,10:7
16442,1:5,2:3,3:2,4:6,5:7,6:9,7:4,8:8,9:1,10:10
17393,1:1,2:8,3:3,4:6,5:2,6:7,7:9,8:4,9:10,10:5
88059,1:1,2:6,3:2,4:8,5:10,6:9,7:3,8:5,9:7,10:4
36808,1:5,2:4,3:1,4:3,5:9,6:2,7:7,8:6,9:10,10:8
66354,1:1,2:2,3:9,4:8,5:10,6:7,7:3,8:6,9:4,10:5
38119,1:7,2:1,3:3,4:9,5:8,6:5,7:10,8:6,9:2,10:4
47775,1:4,2:2,3:9,4:5,5:7,6:8,7:6,8:1,9:10,10:3
49220,1:5,2:10,3:6,4:7,5:3,6:8,7:9,8:4,9:1,10:2
95002,1:8,2:9,3:3,4:4,5:7,6:6,7:10,8:2,9:1,10:5
83418,1:1,2:2,3:8,4:9,5:5,6:7,7:4,8:10,9:6,10:3
15487,1:5,2:3,3:2,4:8,5:4,6:10,7:7,8:1,9:6,10:9
80401,1:8,2:5,3:4,4:6,5:10,6:3,7:1,8:7,9:2,10:9
18449,1:3,2:8,3:9,4:1,5:7,6:2,7:4,8:10,9:5,10:6
71632,1:2,2:8,3:1,4:3,5:5,6:4,7:10,8:9,9:7,10:6
64632,1:6,2:3,3:2,4:4,5:7,6:8,7:9,8:10,9:5,10:1
73568,1:7,2:4,3:10,4:9,5:3,6:5,7:2,8:1,9:8,10:6
27293,1:4,2:7,3:6,4:8,5:1,6:3,7:10,8:5,9:2,10:9
45502,1:4,2:1,3:8,4:7,5:9,6:2,7:3,8:5,9:6,10:10
19865,1:10,2:9,3:2,4:6,5:7,6:3,7:5,8:4,9:1,10:8
10391,1:5,2:9,3:4,4:10,5:7,6:3,7:2,8:6,9:1,10:8
46088,1:7,2:10,3:4,4:2,5:5,6:9,7:8,8:1,9:3,10:6
33794,1:1,2:9,3:2,4:6,5:4,6:5,7:7,8:10,9:3,10:8
98755,1:5,2:8,3:4,4:7,5:1,6:2,7:10,8:3,9:9,10:6
73588,1:8,2:10,3:2,4:7,5:6,6:4,7:5,8:1,9:9,10:3
34070,1:4,2:8,3:5,4:7,5:6,6:3,7:10,8:9,9:1,10:2
88851,1:7,2:4,3:5,4:3,5:6,6:10,7:9,8:8,9:1,10:2
45993,1:2,2:6,3:7,4:10,5:5,6:8,7:3,8:4,9:1,10:9
83748,1:8,2:5,3:1,4:6,5:3,6:4,7:7,8:9,9:10,10:2
42763,1:8,2:7,3:5,4:9,5:10,6:1,7:3,8:6,9:2,10:4
70209,1:2,2:8,3:9,4:4,5:7,6:1,7:6,8:5,9:10,10:3
85821,1:2,2:8,3:1,4:5,5:4,6:3,7:7,8:10,9:6,10:9
41111,1:6,2:3,3:7,4:5,5:2,6:4,7:8,8:10,9:9,10:1
36095,1:4,2:10,3:3,4:2,5:7,6:6,7:9,8:8,9:5,10:1
82310,1:9,2:8,3:6,4:2,5:10,6:3,7:4,8:7,9:1,10:5
43309,1:3,2:2,3:9,4:1,5:5,6:10,7:6,8:4,9:8,10:7
