25909,1:3,2:4,3:5,4:1,5:2
85292,1:1,2:2,3:4,4:5,5:3
54641,1:5,2:2,3:3,4:1,5:4
12498,1:4,2:2,3:3,4:5,5:1
57798,1:1,2:5,3:4,4:3,5:2
60623,1:2,2:5,3:3,4:4,5:1
7422,1:4,2:1,3:2,4:5,5:3
51245,1:2,2:3,3:4,4:5,5:1
74259,1:4,2:1,3:5,4:3,5:2
87567,1:2,2:5,3:3,4:4,5:1
50361,1:1,2:3,3:4,4:2,5:5
6347,1:5,2:1,3:3,4:2,5:4
45978,1:4,2:2,3:5,4:1,5:3
78817,1:4,2:5,3:2,4:3,5:1
66582,1:3,2:4,3:5,4:2,5:1
45457,1:4,2:1,3:3,4:5,5:2
48187,1:5,2:4,3:3,4:2,5:1
32712,1:3,2:4,3:5,4:1,5:2
14303,1:2,2:4,3:5,4:1,5:3
37806,1:1,2:3,3:4,4:5,5:2
53859,1:2,2:1,3:5,4:4,5:3
68592,1:2,2:1,3:3,4:4,5:5
63031,1:4,2:3,3:2,4:1,5:5
25510,1:3,2:5,3:2,4:4,5:1
81321,1:1,2:4,3:2,4:3,5:5
66453,1:1,2:2,3:5,4:3,5:4
15019,1:5,2:2,3:4,4:1,5:3
87788,1:5,2:2,3:1,4:3,5:4
20710,1:4,2:2,3:3,4:1,5:5
65533,1:1,2:2,3:4,4:5,5:3
20488,1:1,2:4,3:5,4:2,5:3
78323,1:1,2:2,3:3,4:4,5:5
21593,1:4,2:3,3:2,4:5,5:1
6652,1:5,2:4,3:1,4:2,5:3
15040,1:4,2:3,3:5,4:1,5:2
59428,1:1,2:3,3:5,4:4,5:2
66436,1:2,2:1,3:4,4:5,5:3
91651,1:4,2:3,3:2,4:1,5:5
68611,1:4,2:5,3:3,4:2,5:1
5250,1:5,2:3,3:4,4:2,5:1
32404,1:2,2:1,3:5,4:3,5:4
21328,1:1,2:3,3:4,4:2,5:5
67514,1:3,2:1,3:2,4:4,5:5
10712,1:4,2:5,3:2,4:3,5:1
15068,1:1,2:3,3:2,4:5,5:4
8568,1:2,2:5,3:3,4:4,5:1
63371,1:1,2:2,3:4,4:5,5:3
86580,1:4,2:3,3:5,4:2,5:1
80167,1:4,2:3,3:1,4:2,5:5
48174,1:5,2:4,3:1,4:2,5:3
87966,1:4,2:5,3:2,4:1,5:3
49747,1:2,2:4,3:5,4:3,5:1
31071,1:4,2:2,3:1,4:5,5:3
19207,1:1,2:5,3:3,4:4,5:2
10063,1:3,2:1,3:5,4:2,5:4
32057,1:2,2:1,3:5,4:4,5:3
11463,1:4,2:3,3:2,4:5,5:1
93605,1:2,2:1,3:3,4:4,5:5
17260,1:1,2:5,3:2,4:4,5:3
14733,1:1,2:4,3:5,4:3,5:2
61531,1:2,2:5,3:1,4:3,5:4
67015,1:1,2:3,3:5,4:2,5:4
29465,1:2,2:1,3:4,4:3,5:5
3011,1:4,2:1,3:2,4:3,5:5
61770,1:4,2:1,3:2,4:5,5:3
20027,1:1,2:2,3:5,4:4,5:3
59750,1:2,2:1,3:5,4:4,5:3
25190,1:1,2:3,3:4,4:5,5:2
46721,1:3,2:5,3:2,4:1,5:4
48716,1:5,2:1,3:3,4:2,5:4
44738,1:5,2:4,3:3,4:2,5:1
23394,1:1,2:3,3:5,4:4,5:2
16475,1:2,2:5,3:4,4:3,5:1
94910,1:3,2:1,3:5,4:2,5:4
25724,1:3,2:1,3:2,4:4,5:5
62186,1:5,2:4,3:3,4:1,5:2
56528,1:1,2:4,3:5,4:3,5:2
72006,1:3,2:5,3:4,4:2,5:1
31879,1:3,2:2,3:4,4:1,5:5
58614,1:5,2:4,3:3,4:2,5:1
4274,1:2,2:5,3:1,4:3,5:4
19151,1:4,2:1,3:5,4:3,5:2
37402,1:1,2:5,3:4,4:3,5:2
84446,1:5,2:4,3:1,4:2,5:3
59816,1:2,2:3,3:4,4:5,5:1
99212,1:4,2:2,3:1,4:5,5:3
58730,1:3,2:5,3:1,4:2,5:4
32216,1:4,2:2,3:3,4:1,5:5
15940,1:1,2:5,3:2,4:4,5:3
79883,1:5,2:1,3:3,4:2,5:4
28049,1:1,2:5,3:3,4:2,5:4
58749,1:5,2:4,3:1,4:3,5:2
79056,1:1,2:5,3:3,4:2,5:4
41010,1:3,2:4,3:1,4:5,5:2
30440,1:2,2:1,3:5,4:4,5:3
19939,1:2,2:1,3:5,4:3,5:4
56795,1:5,2:3,3:4,4:1,5:2
98335,1:2,2:3,3:5,4:1,5:4
61120,1:4,2:3,3:1,4:5,5:2
24883,1:1,2:4,3:3,4:5,5:2
58522,1:4,2:5,3:1,4:3,5:2
42689,1:5,2:2,3:4,4:3,5:1
99538,1:3,2:2,3:5,4:4,5:1
71346,1:2,2:4,3:3,4:5,5:1
24885,1:2,2:5,3:4,4:3,5:1
80989,1:5,2:2,3:1,4:4,5:3
55274,1:3,2:2,3:1,4:4,5:5
59835,1:2,2:4,3:3,4:5,5:1
65992,1:3,2:4,3:1,4:2,5:5
60006,1:1,2:4,3:3,4:2,5:5
84157,1:3,2:1,3:5,4:4,5:2
17792,1:5,2:1,3:4,4:2,5:3
323,1:2,2:5,3:4,4:3,5:1
89672,1:1,2:4,3:2,4:5,5:3
58804,1:4,2:1,3:3,4:5,5:2
84084,1:1,2:3,3:5,4:2,5:4
14935,1:5,2:3,3:2,4:4,5:1
22760,1:3,2:1,3:2,4:4,5:5
78190,1:1,2:5,3:3,4:2,5:4
2656,1:1,2:4,3:3,4:2,5:5
92161,1:4,2:3,3:1,4:5,5:2
68154,1:4,2:2,3:1,4:5,5:3
44025,1:2,2:5,3:3,4:1,5:4
49789,1:4,2:5,3:3,4:1,5:2
67379,1:1,2:2,3:5,4:4,5:3
4373,1:1,2:2,3:3,4:5,5:4
27662,1:4,2:1,3:2,4:5,5:3
92171,1:5,2:2,3:1,4:4,5:3
35821,1:5,2:1,3:4,4:3,5:2
33134,1:1,2:5,3:2,4:3,5:4
58796,1:1,2:5,3:4,4:2,5:3
38158,1:3,2:5,3:1,4:4,5:2
29076,1:4,2:2,3:1,4:5,5:3
67962,1:4,2:2,3:5,4:3,5:1
94619,1:5,2:3,3:1,4:4,5:2
33413,1:3,2:2,3:4,4:1,5:5
37183,1:4,2:3,3:1,4:5,5:2
18228,1:1,2:3,3:4,4:2,5:5
81228,1:2,2:4,3:3,4:5,5:1
64463,1:1,2:2,3:3,4:4,5:5
20321,1:5,2:3,3:2,4:1,5:4
66058,1:3,2:5,3:2,4:1,5:4
66327,1:5,2:3,3:4,4:2,5:1
3179,1:2,2:1,3:5,4:3,5:4
34719,1:1,2:5,3:2,4:4,5:3
42993,1:4,2:5,3:1,4:3,5:2
16097,1:2,2:3,3:4,4:1,5:5
90519,1:4,2:1,3:2,4:3,5:5
32214,1:1,2:2,3:5,4:3,5:4
33367,1:3,2:4,3:2,4:1,5:5
492,1:1,2:5,3:2,4:4,5:3
19666,1:5,2:1,3:4,4:3,5:2
14218,1:1,2:3,3:5,4:4,5:2
75213,1:3,2:5,3:2,4:4,5:1
81023,1:1,2:3,3:5,4:2,5:4
70234,1:4,2:3,3:5,4:2,5:1
39440,1:5,2:2,3:4,4:1,5:3
61415,1:3,2:5,3:2,4:1,5:4
71522,1:5,2:3,3:1,4:4,5:2
30623,1:5,2:2,3:4,4:3,5:1
99367,1:5,2:4,3:1,4:2,5:3
948,1:3,2:4,3:1,4:5,5:2
97880,1:2,2:3,3:1,4:4,5:5
68986,1:1,2:2,3:5,4:4,5:3
27775,1:2,2:5,3:4,4:1,5:3
46823,1:4,2:1,3:5,4:2,5:3
24844,1:3,2:1,3:2,4:4,5:5
5983,1:5,2:4,3:2,4:3,5:1
84789,1:4,2:5,3:2,4:3,5:1
5984,1:3,2:2,3:4,4:5,5:1
20309,1:5,2:4,3:1,4:2,5:3
57966,1:5,2:4,3:2,4:1,5:3
59644,1:5,2:4,3:1,4:3,5:2
48285,1:3,2:5,3:4,4:1,5:2
95388,1:1,2:4,3:2,4:5,5:3
27261,1:3,2:5,3:2,4:4,5:1
35759,1:1,2:2,3:4,4:3,5:5
73869,1:1,2:3,3:5,4:4,5:2
56853,1:2,2:1,3:4,4:3,5:5
5904,1:2,2:4,3:3,4:5,5:1
77844,1:5,2:1,3:3,4:4,5:2
37295,1:5,2:3,3:2,4:4,5:1
86052,1:4,2:1,3:3,4:2,5:5
63104,1:5,2:2,3:3,4:4,5:1
30841,1:3,2:4,3:5,4:2,5:1
53871,1:2,2:4,3:3,4:5,5:1
89060,1:4,2:2,3:5,4:3,5:1
44867,1:2,2:4,3:3,4:1,5:5
10753,1:5,2:2,3:1,4:4,5:3
19524,1:1,2:4,3:5,4:3,5:2
49828,1:4,2:2,3:1,4:5,5:3
26992,1:1,2:3,3:5,4:2,5:4
8942,1:5,2:4,3:2,4:1,5:3
20098,1:5,2:2,3:1,4:4,5:3
30434,1:3,2:5,3:1,4:4,5:2
5283,1:5,2:4,3:1,4:3,5:2
87577,1:3,2:5,3:1,4:2,5:4
27446,1:5,2:3,3:2,4:1,5:4
37234,1:1,2:5,3:3,4:4,5:2
9020,1:5,2:3,3:2,4:1,5:4
59163,1:1,2:4,3:2,4:3,5:5
74426,1:1,2:3,3:5,4:4,5:2
73995,1:5,2:4,3:1,4:3,5:2
1081,1:5,2:4,3:1,4:3,5:2
70037,1:5,2:3,3:1,4:4,5:2
16662,1:5,2:3,3:1,4:2,5:4
56630,1:2,2:1,3:3,4:4,5:5
31865,1:5,2:1,3:2,4:3,5:4
63651,1:4,2:2,3:5,4:1,5:3
36553,1:1,2:3,3:5,4:4,5:2
76547,1:2,2:4,3:1,4:5,5:3
63876,1:1,2:5,3:4,4:3,5:2
84452,1:4,2:5,3:3,4:1,5:2
75337,1:3,2:5,3:4,4:2,5:1
23862,1:1,2:3,3:4,4:5,5:2
18691,1:1,2:3,3:4,4:2,5:5
70104,1:3,2:4,3:2,4:5,5:1
90849,1:4,2:3,3:1,4:2,5:5
94849,1:1,2:2,3:3,4:4,5:5
26545,1:1,2:5,3:4,4:3,5:2
60246,1:4,2:5,3:2,4:1,5:3
62667,1:2,2:5,3:1,4:3,5:4
90033,1:5,2:4,3:2,4:3,5:1
15674,1:5,2:1,3:2,4:3,5:4
4122,1:2,2:3,3:1,4:5,5:4
86976,1:4,2:1,3:5,4:3,5:2
24847,1:2,2:4,3:1,4:3,5:5
49947,1:1,2:4,3:2,4:5,5:3
7365,1:4,2:5,3:1,4:2,5:3
22127,1:5,2:2,3:3,4:4,5:1
65394,1:1,2:2,3:3,4:4,5:5
48909,1:4,2:2,3:3,4:1,5:5
31184,1:4,2:1,3:5,4:3,5:2
83039,1:5,2:3,3:1,4:4,5:2
88140,1:3,2:4,3:5,4:1,5:2
41348,1:5,2:4,3:3,4:1,5:2
27009,1:2,2:5,3:4,4:3,5:1
99489,1:2,2:3,3:5,4:4,5:1
34594,1:1,2:5,3:4,4:3,5:2
70636,1:5,2:1,3:2,4:3,5:4
34165,1:5,2:2,3:1,4:4,5:3
90661,1:2,2:5,3:3,4:4,5:1
71290,1:2,2:3,3:4,4:1,5:5
74477,1:4,2:3,3:5,4:2,5:1
45832,1:5,2:3,3:4,4:2,5:1
21465,1:1,2:3,3:4,4:2,5:5
30103,1:1,2:5,3:3,4:4,5:2
52146,1:2,2:1,3:5,4:4,5:3
70001,1:4,2:3,3:2,4:5,5:1
46747,1:1,2:3,3:4,4:2,5:5
63983,1:4,2:1,3:3,4:5,5:2
88121,1:5,2:1,3:4,4:3,5:2
51036,1:3,2:2,3:1,4:4,5:5
2306,1:3,2:1,3:4,4:5,5:2
144,1:2,2:4,3:3,4:5,5:1
13210,1:4,2:2,3:1,4:5,5:3
86202,1:2,2:1,3:4,4:5,5:3
4751,1:5,2:4,3:3,4:1,5:2
39576,1:4,2:3,3:2,4:1,5:5
48119,1:4,2:1,3:5,4:3,5:2
55501,1:5,2:1,3:3,4:2,5:4
17645,1:4,2:2,3:5,4:3,5:1
12056,1:5,2:3,3:4,4:2,5:1
76268,1:4,2:1,3:3,4:5,5:2
44028,1:2,2:5,3:1,4:4,5:3
39435,1:2,2:1,3:4,4:5,5:3
25300,1:1,2:4,3:5,4:2,5:3
31795,1:3,2:2,3:1,4:5,5:4
56959,1:1,2:4,3:2,4:3,5:5
36708,1:3,2:4,3:1,4:5,5:2
48535,1:3,2:5,3:4,4:2,5:1
92096,1:2,2:3,3:5,4:4,5:1
95107,1:5,2:4,3:3,4:2,5:1
77090,1:3,2:2,3:5,4:4,5:1
9387,1:4,2:1,3:2,4:5,5:3
24136,1:5,2:2,3:3,4:4,5:1
60394,1:2,2:4,3:1,4:3,5:5
52764,1:3,2:2,3:1,4:4,5:5
51214,1:2,2:1,3:3,4:4,5:5
64230,1:1,2:2,3:3,4:4,5:5
7880,1:5,2:4,3:1,4:3,5:2
89402,1:1,2:2,3:4,4:3,5:5
49864,1:4,2:3,3:5,4:1,5:2
91922,1:4,2:3,3:1,4:5,5:2
42863,1:4,2:3,3:1,4:2,5:5
12851,1:1,2:3,3:5,4:2,5:4
46692,1:2,2:5,3:1,4:4,5:3
26170,1:3,2:5,3:4,4:1,5:2
77027,1:2,2:5,3:4,4:3,5:1
19659,1:1,2:4,3:5,4:3,5:2
11723,1:2,2:5,3:3,4:1,5:4
83712,1:4,2:3,3:2,4:5,5:1
91604,1:3,2:4,3:2,4:1,5:5
51410,1:5,2:3,3:4,4:2,5:1
97599,1:4,2:5,3:1,4:2,5:3
66108,1:2,2:4,3:1,4:5,5:3
80539,1:5,2:3,3:1,4:2,5:4
84102,1:4,2:2,3:1,4:3,5:5
33016,1:4,2:5,3:2,4:1,5:3
32705,1:5,2:3,3:1,4:2,5:4
9212,1:5,2:2,3:1,4:3,5:4
25521,1:2,2:1,3:5,4:3,5:4
44462,1:1,2:5,3:3,4:4,5:2
46097,1:5,2:2,3:1,4:3,5:4
26243,1:1,2:4,3:2,4:5,5:3
70335,1:3,2:2,3:5,4:1,5:4
27399,1:1,2:4,3:5,4:3,5:2
14796,1:3,2:2,3:1,4:4,5:5
70199,1:4,2:5,3:2,4:1,5:3
57210,1:2,2:5,3:4,4:3,5:1
80955,1:1,2:2,3:3,4:4,5:5
8578,1:5,2:2,3:4,4:1,5:3
73227,1:2,2:1,3:5,4:3,5:4
34277,1:5,2:3,3:1,4:4,5:2
44658,1:4,2:1,3:5,4:2,5:3
99128,1:4,2:2,3:5,4:3,5:1
28974,1:5,2:1,3:3,4:2,5:4
42749,1:1,2:5,3:4,4:2,5:3
67944,1:5,2:2,3:1,4:4,5:3
9676,1:5,2:2,3:1,4:3,5:4
28722,1:3,2:4,3:5,4:1,5:2
77524,1:5,2:4,3:1,4:2,5:3
33109,1:4,2:1,3:5,4:2,5:3
17519,1:4,2:2,3:3,4:1,5:5
14996,1:3,2:5,3:2,4:4,5:1
61491,1:4,2:3,3:5,4:1,5:2
76183,1:5,2:4,3:3,4:1,5:2
69210,1:1,2:3,3:5,4:2,5:4
43868,1:2,2:5,3:4,4:1,5:3
16346,1:5,2:3,3:2,4:1,5:4
13080,1:1,2:2,3:5,4:4,5:3
80208,1:5,2:2,3:3,4:1,5:4
98135,1:3,2:5,3:4,4:2,5:1
26622,1:3,2:5,3:4,4:1,5:2
55383,1:3,2:2,3:4,4:1,5:5
65707,1:1,2:2,3:5,4:3,5:4
35291,1:1,2:5,3:4,4:2,5:3
45730,1:4,2:2,3:3,4:1,5:5
89464,1:5,2:3,3:4,4:2,5:1
38920,1:3,2:4,3:2,4:1,5:5
26906,1:3,2:5,3:1,4:4,5:2
77141,1:4,2:1,3:3,4:5,5:2
93376,1:2,2:5,3:3,4:4,5:1
49846,1:3,2:5,3:2,4:4,5:1
11144,1:3,2:1,3:4,4:2,5:5
29610,1:3,2:5,3:2,4:1,5:4
53659,1:2,2:5,3:1,4:4,5:3
79319,1:3,2:4,3:2,4:1,5:5
6721,1:3,2:1,3:4,4:5,5:2
95523,1:1,2:3,3:2,4:5,5:4
54822,1:3,2:4,3:1,4:2,5:5
1650,1:5,2:4,3:3,4:2,5:1
59603,1:2,2:5,3:4,4:1,5:3
97440,1:5,2:3,3:1,4:2,5:4
30175,1:1,2:3,3:4,4:5,5:2
20098,1:1,2:4,3:3,4:5,5:2
7330,1:5,2:3,3:1,4:4,5:2
49874,1:5,2:2,3:1,4:4,5:3
86561,1:1,2:5,3:4,4:3,5:2
13048,1:5,2:3,3:1,4:4,5:2
67151,1:3,2:5,3:4,4:1,5:2
36283,1:4,2:5,3:1,4:3,5:2
95116,1:2,2:3,3:5,4:4,5:1
5317,1:1,2:3,3:2,4:4,5:5
27353,1:2,2:4,3:1,4:3,5:5
51286,1:1,2:2,3:5,4:4,5:3
6429,1:3,2:2,3:1,4:5,5:4
1598,1:1,2:3,3:5,4:4,5:2
88197,1:1,2:2,3:5,4:4,5:3
47449,1:5,2:3,3:2,4:4,5:1
27224,1:3,2:2,3:1,4:4,5:5
97377,1:1,2:3,3:4,4:2,5:5
57230,1:2,2:3,3:1,4:4,5:5
57818,1:2,2:3,3:4,4:1,5:5
54342,1:4,2:3,3:1,4:2,5:5
26808,1:3,2:1,3:5,4:4,5:2
52312,1:5,2:2,3:3,4:1,5:4
22747,1:4,2:1,3:3,4:5,5:2
78375,1:5,2:4,3:2,4:1,5:3
56145,1:3,2:5,3:4,4:2,5:1
5299,1:4,2:2,3:3,4:1,5:5
29436,1:2,2:5,3:3,4:1,5:4
61833,1:1,2:4,3:5,4:3,5:2
38555,1:2,2:4,3:5,4:3,5:1
2475,1:5,2:1,3:3,4:4,5:2
99711,1:1,2:4,3:2,4:5,5:3
16042,1:1,2:2,3:5,4:4,5:3
46885,1:4,2:3,3:5,4:1,5:2
99169,1:2,2:1,3:5,4:4,5:3
91315,1:5,2:1,3:4,4:3,5:2
51926,1:1,2:5,3:3,4:4,5:2
23046,1:3,2:1,3:5,4:4,5:2
70978,1:3,2:4,3:2,4:1,5:5
42796,1:3,2:4,3:2,4:5,5:1
37260,1:4,2:1,3:3,4:5,5:2
84526,1:3,2:5,3:2,4:4,5:1
15279,1:4,2:1,3:3,4:5,5:2
58799,1:4,2:2,3:3,4:1,5:5
47432,1:5,2:3,3:1,4:4,5:2
99446,1:2,2:1,3:3,4:5,5:4
54904,1:1,2:5,3:4,4:2,5:3
84364,1:2,2:3,3:1,4:5,5:4
82100,1:3,2:5,3:4,4:1,5:2
78116,1:4,2:3,3:5,4:1,5:2
85482,1:2,2:5,3:4,4:3,5:1
16424,1:3,2:1,3:5,4:2,5:4
44358,1:4,2:1,3:5,4:3,5:2
97652,1:3,2:2,3:1,4:4,5:5
21204,1:5,2:1,3:3,4:2,5:4
3018,1:3,2:4,3:1,4:2,5:5
31309,1:1,2:4,3:3,4:5,5:2
81780,1:5,2:3,3:4,4:2,5:1
37700,1:5,2:4,3:3,4:2,5:1
85488,1:4,2:5,3:1,4:2,5:3
21378,1:1,2:3,3:4,4:2,5:5
37869,1:2,2:5,3:3,4:1,5:4
73470,1:3,2:5,3:1,4:4,5:2
70591,1:3,2:5,3:4,4:1,5:2
99582,1:2,2:5,3:1,4:4,5:3
31115,1:3,2:5,3:1,4:2,5:4
55328,1:4,2:2,3:5,4:1,5:3
91607,1:1,2:2,3:4,4:5,5:3
72065,1:5,2:1,3:3,4:4,5:2
53337,1:1,2:4,3:3,4:2,5:5
45237,1:3,2:2,3:5,4:4,5:1
86536,1:1,2:4,3:2,4:5,5:3
51602,1:1,2:5,3:4,4:3,5:2
46922,1:1,2:2,3:4,4:3,5:5
80199,1:3,2:1,3:2,4:5,5:4
82391,1:5,2:2,3:4,4:1,5:3
70699,1:2,2:3,3:5,4:4,5:1
84264,1:3,2:2,3:5,4:4,5:1
87219,1:5,2:3,3:1,4:4,5:2
18232,1:2,2:4,3:3,4:1,5:5
72011,1:4,2:3,3:1,4:2,5:5
15694,1:4,2:2,3:1,4:3,5:5
65404,1:4,2:3,3:1,4:5,5:2
8830,1:2,2:3,3:5,4:1,5:4
45125,1:1,2:2,3:4,4:3,5:5
96442,1:3,2:5,3:4,4:1,5:2
40937,1:5,2:1,3:2,4:4,5:3
94952,1:5,2:2,3:3,4:1,5:4
35022,1:4,2:3,3:2,4:1,5:5
65071,1:1,2:2,3:3,4:5,5:4
19404,1:1,2:2,3:4,4:3,5:5
29546,1:5,2:1,3:4,4:3,5:2
37368,1:4,2:5,3:3,4:2,5:1
94518,1:5,2:2,3:3,4:4,5:1
13900,1:5,2:2,3:4,4:1,5:3
31652,1:4,2:3,3:1,4:2,5:5
59919,1:1,2:5,3:3,4:4,5:2
93249,1:2,2:3,3:4,4:5,5:1
49191,1:3,2:5,3:4,4:2,5:1
6640,1:1,2:5,3:3,4:4,5:2
95428,1:1,2:3,3:2,4:4,5:5
28985,1:4,2:1,3:5,4:2,5:3
18322,1:4,2:2,3:5,4:1,5:3
17898,1:1,2:3,3:4,4:5,5:2
30535,1:4,2:5,3:3,4:2,5:1
47448,1:5,2:4,3:1,4:3,5:2
50017,1:3,2:4,3:5,4:2,5:1
41288,1:4,2:2,3:3,4:1,5:5
24382,1:2,2:3,3:4,4:1,5:5
12963,1:1,2:3,3:2,4:5,5:4
87137,1:3,2:5,3:1,4:2,5:4
81328,1:4,2:1,3:3,4:5,5:2
94543,1:1,2:3,3:2,4:4,5:5
69270,1:5,2:3,3:1,4:2,5:4
3415,1:2,2:1,3:4,4:3,5:5
48913,1:5,2:3,3:2,4:4,5:1
23678,1:2,2:1,3:4,4:5,5:3
43059,1:4,2:1,3:2,4:3,5:5
17352,1:5,2:1,3:3,4:2,5:4
4812,1:5,2:1,3:3,4:4,5:2
42040,1:4,2:2,3:3,4:1,5:5
39857,1:1,2:3,3:4,4:5,5:2
16554,1:2,2:5,3:3,4:1,5:4
19900,1:2,2:3,3:1,4:5,5:4
28656,1:4,2:2,3:1,4:5,5:3
66007,1:4,2:1,3:5,4:2,5:3
99027,1:1,2:4,3:5,4:2,5:3
45661,1:1,2:3,3:2,4:4,5:5
62647,1:4,2:3,3:2,4:1,5:5
57781,1:2,2:1,3:5,4:3,5:4
42462,1:4,2:1,3:5,4:3,5:2
53056,1:4,2:3,3:2,4:5,5:1
21406,1:4,2:3,3:2,4:1,5:5
79153,1:2,2:4,3:1,4:3,5:5
36684,1:2,2:3,3:4,4:1,5:5
36455,1:5,2:3,3:4,4:1,5:2
29694,1:1,2:2,3:3,4:4,5:5
31023,1:1,2:5,3:4,4:3,5:2
78143,1:5,2:4,3:2,4:3,5:1
56527,1:2,2:3,3:5,4:1,5:4
52723,1:4,2:2,3:3,4:1,5:5
39666,1:2,2:3,3:5,4:1,5:4
394,1:3,2:2,3:5,4:1,5:4
40520,1:1,2:2,3:4,4:5,5:3
11827,1:4,2:5,3:1,4:3,5:2
54752,1:1,2:5,3:4,4:3,5:2
27989,1:2,2:1,3:4,4:3,5:5
18947,1:4,2:2,3:3,4:1,5:5
3451,1:1,2:4,3:3,4:2,5:5
96216,1:1,2:4,3:2,4:3,5:5
78002,1:5,2:4,3:1,4:2,5:3
25131,1:3,2:2,3:1,4:4,5:5
35958,1:1,2:4,3:5,4:2,5:3
81219,1:5,2:1,3:3,4:4,5:2
51082,1:5,2:2,3:4,4:1,5:3
88464,1:1,2:5,3:3,4:4,5:2
88216,1:3,2:1,3:5,4:4,5:2
20369,1:3,2:1,3:4,4:5,5:2
68965,1:5,2:1,3:2,4:3,5:4
50003,1:5,2:4,3:2,4:3,5:1
15018,1:1,2:2,3:3,4:5,5:4
63978,1:4,2:1,3:3,4:2,5:5
66930,1:2,2:1,3:4,4:5,5:3
90784,1:1,2:2,3:5,4:3,5:4
61127,1:1,2:4,3:5,4:3,5:2
56901,1:1,2:5,3:3,4:2,5:4
42108,1:1,2:3,3:5,4:4,5:2
6451,1:2,2:1,3:4,4:5,5:3
2943,1:2,2:4,3:5,4:3,5:1
20149,1:2,2:5,3:1,4:4,5:3
89731,1:1,2:5,3:3,4:2,5:4
91418,1:1,2:3,3:2,4:5,5:4
58013,1:4,2:2,3:5,4:3,5:1
49131,1:4,2:3,3:2,4:5,5:1
